respondent_id,persona_label,q1_age_group,q2_activity_last_4weeks,q3_city_tier,q4_monthly_income,q5_fitness_goal,q6_motivation_type,q7_activity_level,q8_workout_home_workout,q8_workout_gym_weights,q8_workout_yoga_pilates,q8_workout_running_walking,q8_workout_hiit_functional,q8_workout_sports_outdoor,q8_workout_dance_zumba,q8_workout_no_exercise,q9_workout_time,q10_motivation_score,q11_diet_preference,q12_self_efficacy_score,q13_junk_food_frequency,q14_tech_adoption,q15_stress_level,q16_health_diabetes,q16_health_hypertension,q16_health_thyroid,q16_health_pcod_pcos,q16_health_joint_back_pain,q16_health_heart_condition,q16_health_none,q17_past_app_usage,q18_biggest_barrier,q19_current_fitness_spend,q20_willingness_to_pay,q21_addon_live_coaching,q21_addon_wearable_integration,q21_addon_supplements,q21_addon_dna_blood_test,q21_addon_corporate_team_plan,q21_addon_mental_wellness,q21_addon_no_addons,q22_data_comfort,q23_feature_rank1,q23_feature_rank2,q23_feature_rank3,q24_forced_tradeoff,q25_subscription_intent
RESP_1724,Aspiring Urban Professional,25-34,1-4 times,Tier 3,100000-200000,Muscle gain,Energy and health,Sedentary,0,0,0,1,0,1,0,0,Early morning (<7AM),4,Non-vegetarian,5,Often,Use 2+ apps actively,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Yes used before stopped,Privacy concern,501-1500,99-299/month,0,1,1,0,0,0,0,Comfortable if secure,progress_dashboards,indian_diet_plans,diet_calorie_tracking,AI personalisation,Interested
RESP_1725,Sedentary Skeptic,25-34,0 times,Tier 3,25000-50000,Weight loss,Energy and health,Moderately active,0,0,0,0,0,0,0,1,Afternoon (12-4PM),2,Eggetarian,3,Daily,Not comfortable,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,No but interested,AI scepticism,0,Nothing (free only),0,0,0,0,0,0,1,Comfortable if secure,gamification_rewards,diet_calorie_tracking,recovery_sleep_tracking,Human coach access,Not Interested
RESP_1726,Aspiring Urban Professional,35-44,5-8 times,Metro,50000-100000,General fitness,Energy and health,Moderately active,1,0,0,1,0,1,0,0,Night (>8PM),5,Vegetarian,5,Often,Open but not started,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Yes currently using,AI scepticism,501-1500,600-999/month,0,0,0,0,0,1,0,Comfortable if secure,indian_diet_plans,gamification_rewards,recovery_sleep_tracking,AI personalisation,Not Interested
RESP_1727,Health-Driven Middle-Ager,35-44,9-12 times,Tier 3,50000-100000,Managing health condition,Energy and health,Moderately active,0,0,0,1,0,0,0,0,Early morning (<7AM),3,Vegetarian,5,Sometimes,Use 1 app occasionally,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No and not interested,No significant barrier,3001-5000,300-599/month,0,1,1,0,0,1,0,Neutral,live_coach_access,recovery_sleep_tracking,progress_dashboards,Community features,Interested
RESP_1728,Fitness Enthusiast,25-34,5-8 times,Metro,100000-200000,Muscle gain,Enjoy being active,Highly active,0,1,1,1,1,1,0,0,Early morning (<7AM),5,Vegetarian,4,Daily,Use 1 app occasionally,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Yes currently using,Cost,501-1500,600-999/month,0,1,1,0,0,0,0,Very comfortable,live_coach_access,recovery_sleep_tracking,progress_dashboards,Human coach access,Interested
RESP_1729,Homemaker Wellness Seeker,25-34,1-4 times,Tier 3,25000-50000,General fitness,Look better/confident,Highly active,1,0,1,1,0,0,0,0,Early morning (<7AM),5,Vegetarian,4,Often,Tried but stopped,4,0.0,0.0,0.0,0.0,0.0,0.0,,No and not interested,AI scepticism,1-500,99-299/month,0,0,0,0,1,1,0,Comfortable if secure,indian_diet_plans,recovery_sleep_tracking,live_coach_access,Low price,Not Interested
RESP_1730,Sedentary Skeptic,35-44,1-4 times,Tier 3,,Weight loss,Look better/confident,Lightly active,0,0,0,0,0,0,0,1,Night (>8PM),1,Eggetarian,1,Daily,Not comfortable,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,No but interested,No significant barrier,1-500,Nothing (free only),0,0,0,0,0,0,1,Comfortable if secure,diet_calorie_tracking,ai_workout_plans,indian_diet_plans,Low price,Not Interested
RESP_1731,Budget-Conscious Student,25-34,0 times,Metro,25000-50000,Muscle gain,Social pressure,Moderately active,0,0,0,0,0,0,0,1,Evening (5-8PM),4,Non-vegetarian,2,Often,Not comfortable,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,No but interested,Cost,1-500,99-299/month,0,0,0,0,0,1,0,Very uncomfortable,diet_calorie_tracking,indian_diet_plans,community_challenges,Low price,Undecided
RESP_1732,Sedentary Skeptic,45-54,1-4 times,Tier 2,25000-50000,Muscle gain,Energy and health,Lightly active,0,0,0,0,0,0,0,0,Morning (7-10AM),3,Vegetarian,2,Daily,Not comfortable,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No but interested,Habit/consistency,3001-5000,Nothing (free only),0,0,0,0,0,0,1,Neutral,recovery_sleep_tracking,gamification_rewards,indian_diet_plans,Low price,Undecided
RESP_1733,Health-Driven Middle-Ager,35-44,5-8 times,Metro,Above 200000,Flexibility,Sports performance,Moderately active,0,0,0,0,0,1,1,0,Early morning (<7AM),4,Vegetarian,5,Sometimes,Use 1 app occasionally,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,No and not interested,No significant barrier,3001-5000,600-999/month,1,0,0,1,0,0,0,Uncomfortable,ai_workout_plans,recovery_sleep_tracking,indian_diet_plans,Community features,Interested
RESP_1734,Budget-Conscious Student,18-24,1-4 times,Tier 2,25000-50000,General fitness,Look better/confident,Highly active,1,0,0,0,0,0,0,0,Morning (7-10AM),3,Non-vegetarian,3,Often,Use 1 app occasionally,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No but interested,AI scepticism,1501-3000,Nothing (free only),1,0,0,0,0,0,0,Neutral,indian_diet_plans,progress_dashboards,live_coach_access,Community features,Not Interested
RESP_1735,Aspiring Urban Professional,35-44,1-4 times,Tier 3,50000-100000,Flexibility,Energy and health,Moderately active,0,0,0,1,0,0,0,0,No fixed preference,3,Vegetarian,5,Sometimes,Tried but stopped,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No but interested,Habit/consistency,1-500,1000+/month,0,1,0,0,1,0,0,Uncomfortable,indian_diet_plans,progress_dashboards,community_challenges,Proven measurable results,Undecided
RESP_1736,Homemaker Wellness Seeker,25-34,1-4 times,Tier 2,Below 25000,Weight loss,Social pressure,Moderately active,1,0,0,1,1,0,1,0,Early morning (<7AM),3,Vegetarian,2,Sometimes,Use 1 app occasionally,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Yes currently using,AI scepticism,501-1500,1000+/month,0,0,0,0,0,1,0,Comfortable if secure,live_coach_access,indian_diet_plans,gamification_rewards,AI personalisation,Undecided
RESP_1737,Budget-Conscious Student,25-34,5-8 times,Tier 2,50000-100000,Weight loss,Look better/confident,Moderately active,0,0,0,1,0,0,0,0,Evening (5-8PM),4,Eggetarian,3,Sometimes,Open but not started,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No but interested,No significant barrier,1-500,Nothing (free only),0,0,0,0,0,0,0,Very comfortable,community_challenges,diet_calorie_tracking,live_coach_access,Human coach access,Undecided
RESP_1738,Aspiring Urban Professional,25-34,5-8 times,Metro,50000-100000,Flexibility,Sports performance,Highly active,0,1,1,1,0,0,0,0,Morning (7-10AM),4,Non-vegetarian,5,Often,Tried but stopped,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Yes currently using,Privacy concern,1501-3000,99-299/month,0,1,0,0,0,1,0,Comfortable if secure,live_coach_access,community_challenges,ai_workout_plans,Low price,Interested
RESP_1739,Budget-Conscious Student,18-24,0 times,Metro,25000-50000,Sports performance,Enjoy being active,Moderately active,0,1,0,0,0,0,0,0,Evening (5-8PM),5,Vegetarian,3,Daily,Use 1 app occasionally,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No but interested,Cost,501-1500,Nothing (free only),0,0,0,0,0,0,0,Uncomfortable,diet_calorie_tracking,progress_dashboards,live_coach_access,Low price,Undecided
RESP_1740,Budget-Conscious Student,25-34,1-4 times,Rural,Below 25000,Weight loss,Energy and health,Moderately active,0,0,0,0,0,1,1,0,Afternoon (12-4PM),5,Vegetarian,4,Often,Tried but stopped,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Yes used before stopped,Cost,0,99-299/month,0,0,1,0,0,0,0,Very comfortable,progress_dashboards,recovery_sleep_tracking,gamification_rewards,AI personalisation,Not Interested
RESP_1741,Homemaker Wellness Seeker,25-34,9-12 times,Tier 3,50000-100000,Flexibility,Look better/confident,Moderately active,1,0,1,1,0,0,0,0,Afternoon (12-4PM),5,Non-vegetarian,3,Often,Use 2+ apps actively,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No but interested,No significant barrier,501-1500,Nothing (free only),1,0,0,0,0,1,1,Comfortable if secure,recovery_sleep_tracking,diet_calorie_tracking,progress_dashboards,Low price,Not Interested
RESP_1742,Sedentary Skeptic,25-34,5-8 times,Tier 3,25000-50000,General fitness,Enjoy being active,Lightly active,0,0,0,0,0,0,0,0,No fixed preference,2,Non-vegetarian,3,Sometimes,Open but not started,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,No and not interested,Habit/consistency,0,Nothing (free only),0,0,0,0,0,0,0,Neutral,community_challenges,live_coach_access,diet_calorie_tracking,Proven measurable results,Undecided
RESP_1743,Sedentary Skeptic,35-44,0 times,Tier 3,50000-100000,Muscle gain,Look better/confident,Sedentary,0,0,0,0,0,0,0,0,Evening (5-8PM),3,Non-vegetarian,3,Sometimes,Not comfortable,2,1.0,0.0,1.0,0.0,1.0,0.0,0.0,No but interested,Privacy concern,0,99-299/month,0,0,0,0,0,0,0,Very uncomfortable,progress_dashboards,community_challenges,ai_workout_plans,AI personalisation,Undecided
RESP_1744,Aspiring Urban Professional,25-34,13+ times,Metro,25000-50000,Managing health condition,Look better/confident,Moderately active,0,0,0,0,1,1,0,1,Early morning (<7AM),5,Vegan,4,Rarely,Use 1 app occasionally,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No and not interested,No significant barrier,501-1500,Nothing (free only),1,1,0,0,1,0,0,Neutral,ai_workout_plans,diet_calorie_tracking,progress_dashboards,Community features,Interested
RESP_1745,Budget-Conscious Student,25-34,1-4 times,Metro,25000-50000,Muscle gain,Social pressure,Athlete,0,0,0,1,0,0,0,0,Evening (5-8PM),3,Vegetarian,2,Sometimes,Tried but stopped,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No but interested,Habit/consistency,3001-5000,99-299/month,0,0,1,0,0,0,0,Very comfortable,live_coach_access,diet_calorie_tracking,recovery_sleep_tracking,AI personalisation,Not Interested
RESP_1746,Health-Driven Middle-Ager,35-44,5-8 times,Tier 2,Above 200000,General fitness,Energy and health,Lightly active,0,0,1,0,0,0,1,0,Night (>8PM),5,Vegetarian,3,Often,Tried but stopped,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Yes used before stopped,Privacy concern,501-1500,600-999/month,1,0,1,1,0,0,0,Very comfortable,diet_calorie_tracking,live_coach_access,progress_dashboards,Human coach access,Interested
RESP_1747,Aspiring Urban Professional,25-34,5-8 times,Metro,50000-100000,General fitness,Manage/prevent condition,Lightly active,0,0,0,1,0,0,0,0,Evening (5-8PM),4,Vegetarian,3,Rarely,Use 1 app occasionally,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Yes used before stopped,Habit/consistency,0,99-299/month,0,1,0,0,0,0,0,Neutral,progress_dashboards,recovery_sleep_tracking,diet_calorie_tracking,Human coach access,Interested
RESP_1748,Aspiring Urban Professional,25-34,1-4 times,Metro,,Muscle gain,Sports performance,Highly active,1,0,0,0,0,0,0,0,Morning (7-10AM),3,Eggetarian,4,Sometimes,Open but not started,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No but interested,No significant barrier,501-1500,600-999/month,0,0,0,0,0,0,0,Comfortable if secure,diet_calorie_tracking,ai_workout_plans,indian_diet_plans,AI personalisation,Not Interested
RESP_1749,Sedentary Skeptic,35-44,5-8 times,Rural,50000-100000,General fitness,Enjoy being active,Sedentary,0,0,0,0,0,0,0,0,Morning (7-10AM),2,Non-vegetarian,3,Sometimes,Open but not started,2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,No and not interested,Habit/consistency,1-500,Nothing (free only),0,0,0,0,0,0,1,Neutral,indian_diet_plans,diet_calorie_tracking,recovery_sleep_tracking,Low price,Undecided
RESP_1750,Aspiring Urban Professional,35-44,9-12 times,Metro,100000-200000,Sports performance,Manage/prevent condition,Sedentary,1,1,0,0,1,0,0,0,Evening (5-8PM),5,Vegan,3,Sometimes,Use 2+ apps actively,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Yes currently using,No significant barrier,501-1500,99-299/month,1,1,0,0,0,0,0,Uncomfortable,diet_calorie_tracking,live_coach_access,community_challenges,AI personalisation,Interested
RESP_1751,Health-Driven Middle-Ager,25-34,13+ times,Metro,100000-200000,General fitness,Manage/prevent condition,Moderately active,0,0,1,1,1,0,0,0,Early morning (<7AM),5,Vegetarian,5,Sometimes,Not comfortable,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,No but interested,Privacy concern,1501-3000,300-599/month,1,0,0,0,0,0,0,Comfortable if secure,recovery_sleep_tracking,progress_dashboards,indian_diet_plans,AI personalisation,Interested
RESP_1752,Aspiring Urban Professional,45-54,9-12 times,Metro,50000-100000,General fitness,Social pressure,Moderately active,1,0,0,0,1,0,1,0,Early morning (<7AM),4,Non-vegetarian,5,Sometimes,Open but not started,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Yes used before stopped,No significant barrier,501-1500,99-299/month,0,0,0,0,0,0,0,Comfortable if secure,gamification_rewards,diet_calorie_tracking,community_challenges,Community features,Undecided
RESP_1753,Aspiring Urban Professional,45-54,5-8 times,Metro,,General fitness,Look better/confident,Moderately active,1,1,0,0,0,0,0,0,Early morning (<7AM),5,Non-vegetarian,5,Sometimes,Use 1 app occasionally,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes currently using,Cost,1501-3000,99-299/month,0,0,0,0,1,0,1,Very comfortable,gamification_rewards,live_coach_access,ai_workout_plans,Human coach access,Interested
RESP_1754,Aspiring Urban Professional,25-34,9-12 times,Metro,50000-100000,Weight loss,Look better/confident,Sedentary,1,1,0,0,0,0,0,0,Evening (5-8PM),5,Non-vegetarian,5,Sometimes,Use 2+ apps actively,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Yes used before stopped,Cost,501-1500,99-299/month,1,1,0,0,1,1,1,Comfortable if secure,recovery_sleep_tracking,gamification_rewards,community_challenges,AI personalisation,Undecided
RESP_1755,Fitness Enthusiast,35-44,9-12 times,Metro,100000-200000,Muscle gain,Enjoy being active,Highly active,0,1,1,1,0,1,1,0,Early morning (<7AM),4,Non-vegetarian,4,Sometimes,Use 1 app occasionally,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Yes currently using,No significant barrier,5000+,1000+/month,0,1,1,1,0,0,0,Very comfortable,ai_workout_plans,community_challenges,progress_dashboards,AI personalisation,Interested
RESP_1756,Homemaker Wellness Seeker,45-54,5-8 times,Metro,50000-100000,Managing health condition,Enjoy being active,Lightly active,1,0,1,1,0,0,0,0,Afternoon (12-4PM),2,Vegetarian,2,Rarely,Open but not started,3,0.0,0.0,0.0,1.0,1.0,0.0,0.0,No but interested,Cost,1-500,99-299/month,0,0,0,0,0,0,0,Comfortable if secure,ai_workout_plans,recovery_sleep_tracking,progress_dashboards,Human coach access,Interested
RESP_1757,Fitness Enthusiast,25-34,13+ times,Metro,100000-200000,Muscle gain,Enjoy being active,Athlete,0,1,0,0,1,1,0,0,Morning (7-10AM),4,Eggetarian,4,Rarely,Use 2+ apps actively,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Yes currently using,No significant barrier,1-500,1000+/month,0,1,1,0,0,1,0,Comfortable if secure,diet_calorie_tracking,live_coach_access,recovery_sleep_tracking,Proven measurable results,Interested
RESP_1758,Health-Driven Middle-Ager,25-34,9-12 times,Tier 2,100000-200000,Weight loss,Enjoy being active,Moderately active,1,0,0,0,0,0,0,0,Morning (7-10AM),4,Non-vegetarian,5,Daily,Open but not started,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,No but interested,No significant barrier,5000+,300-599/month,1,0,0,0,1,1,0,Neutral,diet_calorie_tracking,recovery_sleep_tracking,community_challenges,Human coach access,Interested
RESP_1759,Aspiring Urban Professional,25-34,1-4 times,Metro,25000-50000,Muscle gain,Manage/prevent condition,Athlete,1,1,0,1,0,0,1,0,Morning (7-10AM),4,Vegetarian,5,Sometimes,Use 1 app occasionally,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Yes used before stopped,Cost,501-1500,1000+/month,0,1,0,0,0,1,0,Comfortable if secure,community_challenges,ai_workout_plans,progress_dashboards,Human coach access,Undecided
RESP_1760,Health-Driven Middle-Ager,45-54,5-8 times,Metro,50000-100000,Flexibility,Manage/prevent condition,Moderately active,0,1,0,0,0,1,0,0,Afternoon (12-4PM),3,Non-vegetarian,4,Sometimes,Tried but stopped,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,No but interested,AI scepticism,1501-3000,600-999/month,1,0,0,0,0,0,0,Very comfortable,ai_workout_plans,live_coach_access,diet_calorie_tracking,Human coach access,Undecided
RESP_1761,Budget-Conscious Student,18-24,1-4 times,Metro,Below 25000,Weight loss,Social pressure,Sedentary,0,0,0,1,1,0,1,0,Night (>8PM),5,Vegetarian,2,Sometimes,Use 1 app occasionally,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No but interested,Cost,501-1500,99-299/month,0,0,0,0,0,0,0,Comfortable if secure,diet_calorie_tracking,indian_diet_plans,ai_workout_plans,Community features,Undecided
RESP_1762,Homemaker Wellness Seeker,35-44,1-4 times,Tier 2,25000-50000,Weight loss,Energy and health,Lightly active,0,0,1,0,0,1,0,0,Morning (7-10AM),5,Non-vegetarian,4,Sometimes,Tried but stopped,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Yes currently using,Privacy concern,1501-3000,600-999/month,0,0,1,0,0,0,1,Neutral,recovery_sleep_tracking,diet_calorie_tracking,indian_diet_plans,AI personalisation,Not Interested
RESP_1763,Aspiring Urban Professional,35-44,9-12 times,Tier 2,50000-100000,General fitness,Look better/confident,Sedentary,1,0,0,1,0,0,0,0,Morning (7-10AM),3,Vegetarian,3,Daily,Tried but stopped,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Yes currently using,Privacy concern,1-500,300-599/month,0,1,1,0,0,0,0,Comfortable if secure,gamification_rewards,indian_diet_plans,ai_workout_plans,Human coach access,Interested
RESP_1764,Health-Driven Middle-Ager,45-54,1-4 times,Tier 3,50000-100000,Sports performance,Enjoy being active,Lightly active,0,1,1,0,0,0,0,0,Early morning (<7AM),3,Vegetarian,3,Rarely,Use 1 app occasionally,4,0.0,0.0,0.0,1.0,1.0,0.0,0.0,No but interested,Cost,1501-3000,99-299/month,0,0,1,0,0,0,0,Comfortable if secure,community_challenges,indian_diet_plans,diet_calorie_tracking,Proven measurable results,Interested
RESP_1765,Aspiring Urban Professional,25-34,13+ times,Metro,25000-50000,General fitness,Look better/confident,Sedentary,1,1,0,0,0,0,0,0,Early morning (<7AM),4,Vegetarian,5,Sometimes,Use 1 app occasionally,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Yes used before stopped,Habit/consistency,0,600-999/month,0,0,1,0,0,1,0,Very comfortable,ai_workout_plans,community_challenges,progress_dashboards,AI personalisation,Interested
RESP_1766,Budget-Conscious Student,18-24,5-8 times,Tier 2,25000-50000,General fitness,Enjoy being active,Moderately active,1,0,1,1,0,1,0,0,Afternoon (12-4PM),5,Vegetarian,2,Often,Use 2+ apps actively,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No but interested,Privacy concern,501-1500,99-299/month,0,0,0,0,0,0,0,Comfortable if secure,indian_diet_plans,community_challenges,diet_calorie_tracking,Human coach access,Undecided
RESP_1767,Sedentary Skeptic,55+,5-8 times,Rural,Below 25000,General fitness,Energy and health,Lightly active,0,0,0,0,0,0,0,0,Morning (7-10AM),2,Vegetarian,3,Daily,Open but not started,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No but interested,Cost,1-500,1000+/month,0,0,0,0,0,0,1,Uncomfortable,diet_calorie_tracking,live_coach_access,gamification_rewards,Human coach access,Not Interested
RESP_1768,Health-Driven Middle-Ager,35-44,1-4 times,Metro,50000-100000,Muscle gain,Manage/prevent condition,Lightly active,1,0,0,1,0,0,0,0,No fixed preference,4,No preference,4,Rarely,Use 1 app occasionally,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Yes used before stopped,Habit/consistency,0,300-599/month,1,0,1,0,0,1,0,Comfortable if secure,ai_workout_plans,progress_dashboards,live_coach_access,Human coach access,Interested
RESP_1769,Budget-Conscious Student,18-24,1-4 times,Tier 2,Below 25000,Muscle gain,Look better/confident,Lightly active,0,0,0,0,1,0,0,0,Afternoon (12-4PM),2,Non-vegetarian,2,Daily,Not comfortable,2,,,,,,,,Yes used before stopped,AI scepticism,501-1500,99-299/month,0,0,0,1,0,0,1,Uncomfortable,progress_dashboards,ai_workout_plans,live_coach_access,AI personalisation,Not Interested
RESP_1770,Budget-Conscious Student,25-34,5-8 times,Tier 3,Below 25000,Weight loss,Social pressure,Highly active,1,0,0,0,0,0,0,0,Early morning (<7AM),5,Vegetarian,4,Daily,Not comfortable,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No but interested,Cost,0,Nothing (free only),0,0,0,0,0,0,0,Comfortable if secure,live_coach_access,ai_workout_plans,community_challenges,Human coach access,Interested
RESP_1771,Budget-Conscious Student,18-24,5-8 times,Tier 2,25000-50000,Muscle gain,Look better/confident,Moderately active,1,1,0,0,0,1,1,0,Evening (5-8PM),2,Non-vegetarian,3,Often,Tried but stopped,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Yes currently using,AI scepticism,501-1500,Nothing (free only),0,0,0,0,0,0,1,Comfortable if secure,indian_diet_plans,community_challenges,progress_dashboards,Low price,Interested
RESP_1772,Homemaker Wellness Seeker,35-44,0 times,Tier 2,,Flexibility,Enjoy being active,Lightly active,0,1,1,0,0,0,0,0,Night (>8PM),4,Vegetarian,2,Sometimes,Open but not started,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Yes currently using,AI scepticism,1-500,300-599/month,0,0,1,0,0,1,0,Comfortable if secure,gamification_rewards,indian_diet_plans,ai_workout_plans,Human coach access,Undecided
RESP_1773,Homemaker Wellness Seeker,18-24,1-4 times,Metro,25000-50000,General fitness,Manage/prevent condition,Highly active,1,1,1,0,0,1,1,0,Afternoon (12-4PM),2,Vegetarian,4,Often,Tried but stopped,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Yes used before stopped,Habit/consistency,1501-3000,99-299/month,0,1,0,0,0,0,0,Comfortable if secure,recovery_sleep_tracking,community_challenges,diet_calorie_tracking,AI personalisation,Interested
RESP_1774,Fitness Enthusiast,25-34,5-8 times,Tier 3,Above 200000,Managing health condition,Enjoy being active,Highly active,0,1,0,0,1,0,0,0,Evening (5-8PM),5,Vegan,4,Rarely,Use 2+ apps actively,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Yes used before stopped,No significant barrier,1501-3000,300-599/month,0,1,0,0,1,0,0,Very comfortable,community_challenges,ai_workout_plans,gamification_rewards,Proven measurable results,Interested
RESP_1775,Homemaker Wellness Seeker,35-44,5-8 times,Tier 3,50000-100000,Stress relief,Look better/confident,Moderately active,1,0,1,0,0,0,1,0,Evening (5-8PM),4,Eggetarian,3,Rarely,Use 1 app occasionally,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No but interested,Cost,1-500,300-599/month,0,0,0,0,0,0,0,Comfortable if secure,gamification_rewards,indian_diet_plans,ai_workout_plans,Community features,Not Interested
RESP_1776,Budget-Conscious Student,18-24,1-4 times,Tier 3,100000-200000,Weight loss,Enjoy being active,Moderately active,0,0,0,1,0,0,0,0,Night (>8PM),4,Vegetarian,3,Sometimes,Use 2+ apps actively,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Yes used before stopped,Cost,1501-3000,300-599/month,0,0,0,0,0,0,0,Very comfortable,gamification_rewards,progress_dashboards,ai_workout_plans,Proven measurable results,Undecided
RESP_1777,Sedentary Skeptic,55+,0 times,Tier 2,25000-50000,General fitness,Energy and health,Sedentary,1,0,0,0,0,0,0,0,No fixed preference,3,Vegetarian,2,Daily,Use 2+ apps actively,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,No and not interested,Habit/consistency,0,99-299/month,0,0,0,0,0,0,0,Neutral,live_coach_access,ai_workout_plans,indian_diet_plans,Low price,Undecided
RESP_1778,Budget-Conscious Student,18-24,0 times,Tier 3,100000-200000,Muscle gain,Look better/confident,Lightly active,0,1,0,0,1,0,0,0,Evening (5-8PM),3,No preference,2,Sometimes,Use 2+ apps actively,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No but interested,Privacy concern,3001-5000,300-599/month,0,0,0,0,1,0,1,Comfortable if secure,diet_calorie_tracking,progress_dashboards,ai_workout_plans,AI personalisation,Undecided
RESP_1779,Aspiring Urban Professional,25-34,1-4 times,Tier 2,50000-100000,Muscle gain,Look better/confident,Highly active,1,0,0,1,0,0,0,0,Morning (7-10AM),3,Non-vegetarian,4,Often,Use 2+ apps actively,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Yes currently using,Habit/consistency,501-1500,600-999/month,1,0,0,0,0,0,0,Neutral,ai_workout_plans,community_challenges,diet_calorie_tracking,AI personalisation,Not Interested
RESP_1780,Homemaker Wellness Seeker,55+,9-12 times,Metro,100000-200000,General fitness,Energy and health,Moderately active,1,0,0,0,0,0,0,0,Afternoon (12-4PM),3,Vegetarian,3,Sometimes,Open but not started,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Yes used before stopped,Cost,1-500,600-999/month,1,1,0,0,0,0,0,Neutral,community_challenges,gamification_rewards,diet_calorie_tracking,AI personalisation,Undecided
RESP_1781,Aspiring Urban Professional,25-34,13+ times,Tier 3,100000-200000,Muscle gain,Enjoy being active,Moderately active,0,1,1,0,0,0,0,0,Early morning (<7AM),4,Non-vegetarian,4,Sometimes,Use 1 app occasionally,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No but interested,AI scepticism,0,99-299/month,0,0,0,0,0,1,0,Neutral,progress_dashboards,indian_diet_plans,live_coach_access,Community features,Interested
RESP_1782,Fitness Enthusiast,25-34,5-8 times,Metro,100000-200000,Managing health condition,Enjoy being active,Athlete,1,1,1,0,1,1,0,0,Evening (5-8PM),4,Non-vegetarian,4,Daily,Use 2+ apps actively,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Yes currently using,No significant barrier,0,600-999/month,0,0,0,0,0,0,0,Very comfortable,ai_workout_plans,recovery_sleep_tracking,progress_dashboards,AI personalisation,Interested
RESP_1783,Health-Driven Middle-Ager,55+,5-8 times,Tier 2,100000-200000,Managing health condition,Manage/prevent condition,Moderately active,1,1,0,0,0,0,0,0,Night (>8PM),3,Eggetarian,4,Rarely,Not comfortable,2,0.0,1.0,0.0,1.0,0.0,1.0,0.0,No but interested,Habit/consistency,501-1500,600-999/month,0,0,0,0,0,1,1,Comfortable if secure,gamification_rewards,recovery_sleep_tracking,live_coach_access,Proven measurable results,Interested
